overs,battingteam,bowlingteam,venue,season,runs
2,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,13
2,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,17
2,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,21
2,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,22
3,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,23
3,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,27
3,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,28
3,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,32
3,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,33
4,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,33
4,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,34
4,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,35
4,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,36
4,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,37
5,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,39
5,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,43
5,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,47
5,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,48
5,Rajasthan Royals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2021,49
0,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,0
0,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,1
0,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,2
0,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,3
0,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,4
0,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,8
1,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,8
1,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,9
1,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,10
1,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,13
1,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,14
2,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,20
2,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,21
2,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,22
2,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,26
3,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,26
3,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,30
3,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,34
3,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,38
3,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,39
4,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,41
4,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,45
4,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,49
4,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,53
4,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,57
5,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,57
5,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,61
5,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,62
5,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,2021,63
0,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,1
0,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,2
0,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,3
0,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,4
1,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,5
1,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,6
1,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,7
1,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,8
1,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,12
2,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,13
2,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,14
2,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,15
2,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,16
2,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,17
2,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,21
3,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,21
3,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,25
3,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,27
3,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,28
3,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,32
4,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,32
4,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,33
4,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,34
4,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,35
5,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,36
5,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,37
5,Punjab Kings,Mumbai Indians,Zayed Cricket Stadium,2021,38
0,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,1
0,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,3
0,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,4
0,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,5
0,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,6
1,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,6
1,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,10
1,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,12
2,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,12
2,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,14
2,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,15
3,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,15
3,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,16
3,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,17
3,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,18
4,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,19
4,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,20
4,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,21
4,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,25
5,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,25
5,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,26
5,Mumbai Indians,Punjab Kings,Zayed Cricket Stadium,2021,30
0,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,1
0,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,2
0,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,6
0,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,10
1,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,11
1,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,12
1,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,13
1,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,14
1,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,18
1,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,19
2,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,20
2,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,21
2,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,22
2,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,26
3,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,26
3,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,30
3,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,31
3,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,32
3,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,33
3,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,39
3,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,40
4,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,41
4,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,45
4,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,49
4,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,50
5,Kolkata Knight Riders,Chennai Super Kings,Zayed Cricket Stadium,2021,50
0,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,0
0,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,4
0,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,5
1,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,7
1,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,8
1,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,9
2,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,13
2,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,17
2,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,18
3,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,19
3,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,20
3,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,24
3,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,28
4,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,30
4,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,34
4,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,40
4,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,41
4,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,42
5,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,46
5,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,47
5,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,48
5,Chennai Super Kings,Kolkata Knight Riders,Zayed Cricket Stadium,2021,52
0,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,1
0,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,2
0,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,3
0,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,4
0,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,6
1,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,10
1,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,11
2,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,12
2,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,14
2,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,16
2,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,18
3,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,18
3,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,19
3,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,21
4,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,21
4,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,22
4,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,23
4,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,24
4,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,25
5,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,29
5,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,30
5,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,31
5,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,35
5,Delhi Capitals,Rajasthan Royals,Zayed Cricket Stadium,2021,36
0,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,1
0,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,3
0,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,6
1,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,6
1,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,7
1,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,8
1,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,11
2,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,11
2,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,12
2,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,13
2,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,14
2,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,15
3,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,15
3,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,16
3,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,17
4,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,17
4,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,19
5,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,20
5,Rajasthan Royals,Delhi Capitals,Zayed Cricket Stadium,2021,21
0,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,4
0,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,5
1,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,5
1,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,6
1,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,7
1,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,8
1,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,9
2,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,10
2,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,11
2,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,15
2,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,16
2,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,20
3,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,24
3,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,28
3,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,29
4,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,30
4,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,31
4,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,33
4,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,34
4,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,40
5,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,41
5,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,47
5,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,48
5,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,54
5,Mumbai Indians,Kolkata Knight Riders,Zayed Cricket Stadium,2021,56
0,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,0
0,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,6
0,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,7
0,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,13
0,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,15
1,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,15
1,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,16
1,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,22
1,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,26
1,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,30
2,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,34
2,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,35
2,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,39
2,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,40
3,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,42
3,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,43
3,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,47
3,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,48
4,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,50
4,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,51
5,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,53
5,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,57
5,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,58
5,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,59
5,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,61
5,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,62
5,Kolkata Knight Riders,Mumbai Indians,Zayed Cricket Stadium,2021,63
0,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,1
0,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,2
1,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,6
1,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,12
1,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,14
2,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,15
2,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,19
2,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,23
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,23
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,24
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,25
3,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,26
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,30
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,31
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,32
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,36
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,37
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,38
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,39
4,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,43
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,44
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,45
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,49
5,Sunrisers Hyderabad,Royal Challengers Bangalore,Zayed Cricket Stadium,2021,50
0,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,4
0,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,5
0,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,6
1,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,6
1,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,10
1,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,12
1,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,13
2,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,13
2,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,14
2,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,18
3,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,18
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,18
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,19
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,23
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,24
4,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,25
5,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,25
5,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,26
5,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,27
5,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,33
5,Royal Challengers Bangalore,Sunrisers Hyderabad,Zayed Cricket Stadium,2021,37
0,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,1
0,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,2
0,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,3
1,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,7
1,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,8
1,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,10
1,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,11
2,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,11
2,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,12
2,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,13
3,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,14
3,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,16
3,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,17
3,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,18
3,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,19
4,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,20
5,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,24
5,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,28
5,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,29
5,Chennai Super Kings,Punjab Kings,Dubai International Cricket Stadium,2021,30
0,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,1
0,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,2
0,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,6
0,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,7
0,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,11
1,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,11
1,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,12
1,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,13
2,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,19
2,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,21
2,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,22
2,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,26
2,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,27
3,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,28
3,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,32
3,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,36
3,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,42
4,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,46
5,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,50
5,Punjab Kings,Chennai Super Kings,Dubai International Cricket Stadium,2021,51
0,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,0
0,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,1
0,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,2
0,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,6
1,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,6
1,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,12
1,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,13
1,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,17
1,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,21
2,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,25
2,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,26
3,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,26
3,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,27
3,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,2021,28
